Código Classe Produto|Classe do Produto|Código|Nome Produto|Un.
PMQ|PEÇAS E PARTES DE MAQ|PMQI101102|PROTEÇÃO DA RESISTÊNCIA 576298|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101103|RESISTÊNCIA COMPLETA 576300-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101104|SUPORTE DA RESISTÊNCIA 576301|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101105|PLACA ISOLANTE 576303-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101106|ANEL ISOLANTE 576303-B|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101107|MOLA DA ALAVANCA DA RESISTÊNCIA 576305|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101108|ASBESTO 576307|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101109|PUXADOR DA MESA 576315|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101110|BLOCO PARA LARGURA DA FITA 576325-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101111|COBERTURA DA MESA DESLIZANTE 576326|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQN108162|ENGRENAGEM RETRAÇÃO DE SOLDA|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101112|CARCAÇA DO AGREGADO 576328|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQN108164|ENGRENAGEM MOTOR SOLDA|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101113|BRAÇO TENSÃO 576340|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQN205296|ROLAMENTO 635 ZZ 660436 NAC|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101114|BRAÇO DO AJUSTADOR DE TENSÃO 576341|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQN205297|ROLAMENTO 6000 ZZ 660437 NAC|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101115|EIXO DO BRAÇO DE TENSÃO 576344|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQN128001|SENSOR INDUTIVO IB-5M-18CMV-PR/XL|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQN101243|EIXO DA ESPULA ROSCA ESQUERDA 576545 N|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101116|ROLETE DE NYLON 576345|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101117|EIXO DA MANDIBULA DE TENSÃO 576346|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQN101334|FREIO|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101118|MANDIBULA DE TENSÃO 576347|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQN111123|MOLA DO MECANISMO SUPERIOR CHS6803-3005 NAC|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101119|AJUSTADOR DE TENSÃO 576350|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQN111124|MOLA DO MECANISMO INFERIOR CHS6803-3006 NAC|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101120|EIXO DE AJSUTE DE TENSÃO 576352|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQN212129|PINO DA ALAVANCA DAS PINÇAS DR0207 NAC|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQN111076|ROLETE DE ENTRADA 6802-2002 NAC|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101121|GANCHO DA MOLA DE RETORNO DA ALAVANCA 576353|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQN210111|MOLA PRÉ ESTIRO PS3315000 N|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQN111077|ROLETE DE SAÍDA 6802-2002 NAC|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101122|PROTETOR DA FITA 576354|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101123|CAPACITOR GRANDE DO MOTOR 189/227MF 576361|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101124|EXCENTRICO DE AJUSTE DE TENSÃO 576362|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101125|PARAFUSO DA MOLA DE RETORNO DA ALAVANCA 576363|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101126|MOLA MANDIBULA DE TENSÃO 576364|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101127|MOLA BRAÇO TENSÃO 576365|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101128|MOLA DE AJUSTE DE BRAÇO 576366|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101129|GANCHO TIPO L MOLA DO BRAÇO 576367|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101130|REBITE 6 X 30 576368|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101131|SEPARADOR BRAÇO DE TENSÃO 576369|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101132|ARRUELA PLANA DE TENSÃO 576370|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101133|APOIO DO EIXO DE TENSÃO 576372|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101134|MANIPULO DE AJUSTE DE TENSÃO 576373-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101135|ROLO SUPER. ALIMENTAÇÃO 9MM/ 10M 576381|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101136|ROLO SUPER. ALIMENTAÇÃO 12MM 576381-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101137|ROLO SUPER. ALIMENTAÇÃO 15MM 576381-B|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101138|EIXO ROLO SUPERIOR ALIMENTAÇÃO 576382|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101139|ROLETE DE ALIMENTAÇÃO 576383|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101140|ROLETE DE ALIMENTAÇÃO DBA-200 576383-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101141|TRAVA DO ROLETE DE ALIMENTAÇÃO 576384|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101142|POLIA DO ROLO DE ALIMENTAÇÃO 576385|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101143|POLIA INFERIOR DE ALIMENTAÇÃO 576386|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101144|PARAFUSO DA MOLA DE ALIMENTAÇÃO 576387|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101145|SUPORTE DO PARAFUSO 576388|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101146|GUIA DO ALIMENTADOR 9MM 576389|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101147|GUIA DO ALIMENTADOR 12MM 576389-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101148|GUIA DO ALIMENTADOR DE 15MM 576389-B|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101149|PROTEÇÃO DA GUIA DO ALIMENTADOR 576390|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101150|GANCHO DO TIPO L DA MOLA ROLETE 576392|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101151|MOLA DO ROLETE DE ALIMENTAÇÃO 576393|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101152|MOLA DA RESISTÊNCIA 576393-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101155|EIXO DE ALIMENTAÇÃO 576398|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101156|SUPORTE EIXO ALIMENTAÇÃO 576399|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101157|POLIA DA EMBREAGEM  576400|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101158|EMBREAGEM ELETROMAGNETICA P.28 576401|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101159|DISCO DE EMBREAGEM 4MM 576403-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101160|EMBREAGEM ELETROMAGNETICA 576403|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101161|DISCO DE FREIO 3 MM 576403-C|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101162|TAMPA 576404|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101163|POLIA DA EMBREAGEM 576405|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101164|GUIA 576426|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101165|MOLA DE RETORNO DA ALAVANCA DO SEPARADOR 576427|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101166|MOLA ESQUERDA DA GUIA DE SAÍDA 576428|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101167|PINO DA GUIA ESQUERDA DO ARCO 576429|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101168|PINO DA ABA INTERNA 576430|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101169|MOLA DA ABA DIREITA DA FITA 576431|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101170|MOLA DA GUIA DA FITA 576432|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101171|MOLA DIREITA DA GUIA DE SAIDA 576433|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101172|PINO DA ABA SUPERIOR 576434|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101173|CONJ. GUIA DA DIREITA ARCO 9MM 576437|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101174|CONJ. GUIA DIRETA DO ARCO 12MM 576437-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101175|CONJ. GUIA DIREITA DO ARCO 15MM 576437-B|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101176|CONJ. GUIA ESQUERDA DO ARCO W850 9MM 576438|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101177|CONJ. MONTADO DA GUIA 650MM 576438-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101178|CONJ. MONTADO DA GUIA 10500MM 576438-B|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101179|CONJ. GUIA DA FITA LADO ESQ P/ ARCO 1250MM 576438-C|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101180|CONJ. GUIA DA FITA LADO ESQ P/ ARCO 1450MM 576438-D|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101181|CONJ. GUIA DA FITA LADO ESQ P/ ARCO 1650MM 576438-E|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101182|CONJ. GUIA DA FITA LADO ESQ P/ ARCO 1850MM 576438-F|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101183|CONJ. GUIA DA FITA LADO ESQ P/ ARCO 2050MM 576438-G|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101184|ESTRUTURA SUPERIOR DO ARCO 576456|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101185|ESTRUTURA ESQUERDA DO ARCO 576457|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101186|ESTRUTURA DIREITA DO ARCO 576458|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101187|GUIA DE PLÁSTICO DO CANTO DO ARCO 576459|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101188|FAIXA SUPERIOR ( W 850 ) 3 METROS 576468|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101189|FAIXA PARTE SUPERIOR ( W 850 ) 576468|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101190|ESTRUTURA INFERIOR ARCO ENTRADA 576472|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101191|ESTRUTURA INFERIOR ARCO SAÍDA 576473|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101192|GUIA DE ALUMINIO SUPERIOR 576488|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101193|GUIA DE ALUMINIO ESQUERDA 576488-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101194|GUIA DE ALUMINIO DIREITA 576488-B|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101195|ROLO TECIDO ( 22 MM ) 100 METROS 576489|UN
PMQ|PEÇAS E PARTES DE MAQ|PMQI101196|ROLO TECIDO ( 18 MM ) 100 METROS 576490|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101197|SUPORTE DE FICAÇÃO 576491|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101198|FIXADOR CENTRAL 576492|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101199|MOLA DO ARCO DIREITO 576495-B|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101200|MOLA ARCO ESQUERDO 576495-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101201|PROTETOR DE PLASTICO 576496|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101202|FIXADOR DE ALUMINIO POS 21LD 576497|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101203|FIXADOR DE ALUMINIO POS 22LE 576498|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101204|SUPORTE 576499|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101205|ALOJAMENTO DO ROLAMENTO DO ARMAZENADOR 576500|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101206|EIXO INFERIOR DO ARMAZENADOR 576501|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101207|ROLO INFERIOR DO ARMAZENADOR 576502|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101208|EIXO PRINCIPAL ARMAZENADOR 576503|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101209|BRAÇO DA BARRA DE EQUILÍBRIO 576504|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101210|MOTOR 220V 60HZ MONOFÁSICO 576505|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101211|GUIA ALIMENTAÇÃO ARMAZENADOR 9MM 576507|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101212|GUIA ALIMENTAÇÃO ARMAZENADOR 12MM 576507-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101213|BARRA DE EQUILIBRIO 9MM 576508-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101214|BARRA DE EQUILIBRIO 12MM 576508-B|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101215|BARRA DE EQUILIBRIO 15MM 576508-C|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101216|MOLA DE TENSÃO DO ALIMENTADOR 576509|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101217|MOTOR 220V/60 HZ 576510|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101218|ALAVANCA DO ARMAZENADOR 576511|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101219|MOLA DA BARRA DE EQUILIBRIO 576512-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101220|MOLA DA BARRA DE EQUILIBRIO 576512-B|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101221|POLIA TRIFÁSICA DO EIXO DE RESERVA 576513|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101222|ALOJAMENTO DO ROLAMENTO ARMAZENADOR INF N 576516|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101223|POLIA ROLETE DE ALIMENTAÇÃO 576517|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101224|BUCHA DE TRAVA DO EIXO DE RESERVA 576518|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101225|POLIA DO MOTOR RESERVA 576519|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101226|POLIA DO MOTOR 2 575919-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101227|POLIA DO ESTICADOR 576520|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101228|BUCHA DISTANCIADORA 100 MM 576521|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101229|BUCHA DISTANCIADORA 40 MM 576522|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101230|SUPORTE DA POLIA DO ESTICADOR 576523|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101231|ROLETE PRINCIPAL ARMAZENADOR 576524|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101232|CHAPA DE PROTEÇÃO 576526|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101233|AJUSTADOR MOLA ALIMENTADOR 576527|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101234|GANCHO ESTICADOR DA MOLA 576531|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101235|MICRO SWITCH TM - 1701 576533|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101236|SUPORTE MOLA ALIMENTADOR 576534|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101237|POLIA DO MOTOR 576535|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101238|BASE DA ESPULA 576540|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101239|POLIA DO FREIO DA ESPULA 576541|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101240|SUPORTE DA CORREIA DO FREIO 576542|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101241|SUPORTE TENSIONADOR FREIO 576543|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101242|TENSIONADOR CORREIA FREIO 576544|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101243|EIXO DA ESPULA 576545|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101244|MANÍPULO DA ESPULA 576546|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101245|EIXO DO TENSIONADOR FREIO 576547|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101246|BRAÇO DO FREIO DA ESPULA 576549|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101247|SUPORTE DE APOIO DO ROLETE 576550|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101248|SUPORTE DO ROLETE 576551|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101249|PLACA DE SUPORTE CORREIA 576552|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101250|FLANGE INTERNA DA ESPULA 576553|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101251|FLANGE EXTERNA DA ESPULA 576554|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101252|PROTEÇÃO DA ESPULA POSTERIOR 576555|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101253|SUPORTE DO ROLO DE FITA 576557|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101254|MOLA DO BRAÇO FREIO ALIMENTADOR 576558|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101255|REGULADOR DA FITA DA ESPULA 576559|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101256|SUPORTE REGULADOR DE FITA ESPULA 576560|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101257|ANEL MOLA TENSÃO FREIO 576561|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101258|CORREIA EM V DO FREIO 576562|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101259|SUPORTE DO ÂNGULO LIVRE 576563|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101260|BUCHA 9MM 576573|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101261|BUCHA 12MM 576573-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101262|BUCHA 15MM 576573-B|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101263|COBERTURA DIANTEIRA 576576-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101264|COBERTUDA TRASEIRA 576576-B|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101265|ESTRUTURA BOTÕES DE COMANDO 576583|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101266|CAIXA DE FERRAMENTAS 576584|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101267|TAMPA A CAIXA DE FERRAMENTAS 576585|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101268|PARA PEÇAS DA TP-101 576586|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101269|PROTEÇÃO RESERVATÓRIO 576592|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101270|PORTA PROTEÇÃO DO RESERVATÓRIO 576594|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101271|TRAVA DA CAIXA FERRAMENTA 576597|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101272|MESA ESQUERDA 576598-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101273|TAMPA DA FRENTE 576598-B|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101274|TAMPA FRONTAL W 1650 576598-C|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101275|TAMPA FRONTAL W 1850 576598-D|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101276|TAMPA FRONTAL W 2050 576598-E|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101277|MESA DIREITA 576599-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101153|ALAVANCA DO ROLO DE ALIMENTAÇÃO 576394|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101154|POLIA DO MOTOR 576395|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101087|MOLA SUPERIOR DOS ROLETES 576270|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101278|TAMPA TRASEIRA 576599-B|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101279|TAMPA PRETA W 1650 576599-C|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101280|TAMPA PRETA W 1850 576599-D|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101281|TAMPA PRETA W 2050 576599-E|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101282|ROLETE DA MESA 576602|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101283|IMÃ DO RESERVATÓRIO 576604|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101284|RODÍZIO MÓVEL 576605|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101285|EIXO DO ROLETE DA MESA 576608|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101286|PORTA FUSIVEL 576634|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101287|BUCHA METALICA MB 0808 576640|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101288|BUCHA METALICA MB 1525 576641|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101289|BUCHA DE METAL MB 2015 576642|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101290|BUCHA DE METAL MB 2020 576643|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101291|BUCHA DE METAL MB 2025 576644|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101292|BATERIA DO CLP 576701|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101293|SUPORTE ALAVANCA DO MICRO TM 1702 576710|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101294|ALAVANCA DO MICRO TM 1702 576711|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101295|TRANSFORMADOR 230V - 27V 80VA/60HZ 576753|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101296|SENSOR DE PROXIMIDADE 576755|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101297|CHAVE GERAL 576756|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101298|PROTEÇÃO DA CHAVE GERAL 576758|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101299|POTENCIOMETRO DE TEMPERATURA 576762-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101300|RELÊ 220 V 576770-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101301|RELÊ TÉRMICO 08-1A 576771-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101302|RELÊ TÉRMICO 1.8V/2.6A 576771-B|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101303|PROTEÇÃO DO PAINEL DE CONTROLE 576780|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101304|ESTRUTURA DO PAINEL DE CONTROLE 576781|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101305|PLACA DO PC TZ-A-01 576783|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101306|PLACA TEMPERATURA PC-TZ-A 1 576785|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101307|MOTOR DO AGREGADO 220V/60HZ TRIFÁSICO 576800|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101308|POLIA DO MOTOR TRIFÁSICO AGREGADO 576802|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101309|PRENSA CABO 576803|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101310|LAMINA DA RESISTÊNCIA A-93 576805|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101311|BOTÃO DE EMERGÊNCIA VERMELHO 576807|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101312|BOTÃO DE CICLO VERDE 576808|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101313|BOTÃO DE ALIMENTAÇÃO DA FITA 576809|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101314|BOTÃO VERDE 576809-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101315|BOTÃO DE RECUO DA FITA 576810|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101316|CHAVE SELETORA 576811|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101317|CHAVE SELETORA TRES POS. SEM RETORNO 576811-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101318|EIXO DO REDUTOR 576812|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101319|PEDAL 572825|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101320|EXAUSTOR DO MOTOR 576826|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101321|SUPORTE VENTOINHA FUMAÇA  576828|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101322|CONTACTOR ( NO ) NORMAL ABERTO 220V 576834|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101323|CONTACTOR ( NO ) NORMAL FECHADO 220V 576834-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101324|TRANSFORMADOR RESISTÊNCIA 220V 576837|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101325|TRANSFORMADOR DE COMANDO 220V/380V 576837-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101326|BARRA SENSORA 576865|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101327|PORCA DA BARRA SENSORA 576865-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101328|PLUG DO PEDAL 576868|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101329|ANEL ESPAÇADOR 576905|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101330|GUIA TZ600 9MM 576906|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101331|TAMPA DE FUNDO PAINEL ELÉTRICO 576907|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101332|CABO ENTRADA 576804-A|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101333|FREIO ELETROMAGNÉTICO 0.6 576981|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI101334|PESTANA DE ALUMÍNIO L841 6TKFA-0850TL|PC
PMQ|PEÇAS E PARTES DE MAQ|PMQI205001|ENGRENAGEM NYLON 20 DENTES 660001|PC
