"Código";"Nome Produto";"Un."
"F4ALM01277";"MANGUEIRA PU 10MM (5162)";"M"
"F4ALM01278";"MANGUEIRA PU 12MM (5162)";"M"
"F4ALM01279";"MANGUEIRA PU 16MM (5162)";"M"
"F4ALM01280";"ABRAÇADEIRA NYLON 155X3,6 (5162)";"PC"
"F4ALM01283";"SILICONE SPRAY (5162)";"PC"
"F4ALM01284";"ESPONJA PARA EXTRUSORAS (5162)";"PC"
"F4ALM01281";"ROLAMENTO 22311 (5162)";"PC"
"F4ALM01282";"ROLAMENTO 22310 (5162)";"PC"
"F4ALM01285";"PALHA DE AÇO (5162)";"PC"
"F4ALM01286";"FILTRO PET NS (5162)";"PC"
"F4ALM01287";"CABO PP 4X2,5 (5162)";"M"
"F4ALM01288";"BOTÃO DE EMERGÊNCIA COM TRAVA (5162)";"PC"
"F4ALM01289";"CONTATO NF (5162)";"PC"
"F4ALM01290";"CAIXA STECK DE EMERGÊNCIA 10X10 (5162)";"PC"
"F4ALM01291";"LAMINA CIRCULAR (5162)";"PC"
"F4ALM00780";"REDUÇÃO - 75X50 (5162)";"PC"
"F4ALM00781";"REDUÇÃO - 60X32 (5162)";"PC"
"F4ALM00782";"REDUÇÃO - 50X32 (5162)";"PC"
"F4ALM00783";"REDUÇÃO - 32X25 (5162)";"PC"
"F4ALM00784";"REDUÇÃO - 40X32 (5162)";"PC"
"F4ALM00785";"REDUÇÃO - 85X75 (5162)";"PC"
"F4ALM00786";"REDUÇÃO - 75X60 (5162)";"PC"
"F4ALM00787";"REGISTRO - 2 1/2 (5162)";"PC"
"F4ALM00788";"REGISTRO - 2´´ (5162)";"PC"
"F4ALM00789";"REGISTRO - 1 1/4 (5162)";"PC"
"F4ALM00790";"REGISTRO - 1 1/2 (5162)";"PC"
"F4ALM00791";"REGISTRO - 1´´ (5162)";"PC"
"F4ALM00792";"REGISTRO - 3/4 (5162)";"PC"
"F4ALM00793";"REGISTRO - 1/2 (5162)";"PC"
"F4ALM00794";"REGISTRO - 3´´ (5162)";"PC"
"F4ALM00795";"REGISTRO DE GAVETA - 2 1/2 (5162)";"PC"
"F4ALM00796";"REGISTRO DE PVC - 75MM (5162)";"PC"
"F4ALM00797";"REGISTRO DE PVC - 50X2´´ (5162)";"PC"
"F4ALM00798";"REGISTRO DE PVC - 50X1/2 (5162)";"PC"
"F4ALM00799";"REGISTRO DE PVC - 1´´ (5162)";"PC"
"F4ALM00800";"TAMPÃO - 85MM (5162)";"PC"
"F4ALM00801";"TAMPÃO - 75MM (5162)";"PC"
"F4ALM00802";"TAMPÃO - 60MM (5162)";"PC"
"F4ALM00803";"TAMPÃO - 50MM (5162)";"PC"
"F4ALM00804";"TAMPÃO - 40MM (5162)";"PC"
"F4ALM00805";"TAMPÃO - 32MM (5162)";"PC"
"F4ALM00806";"TAMPÃO - 25MM (5162)";"PC"
"F4ALM00807";"UNIÃO - 75MM (5162)";"PC"
"F4ALM00808";"UNIÃO - 60MM (5162)";"PC"
"F4ALM00809";"UNIÃO - 50MM (5162)";"PC"
"F4ALM00810";"UNIÃO - 40MM (5162)";"PC"
"F4ALM00811";"UNIÃO - 32MM (5162)";"PC"
"F4ALM00812";"UNIÃO - 25MM (5162)";"PC"
"F4ALM00813";"REDUÇÃO - 110X60 (5162)";"PC"
"F4ALM00814";"LUVA - 20MM (5162)";"PC"
"F4ALM00815";"REGISTROS - 25MM (5162)";"PC"
"F4ALM00816";"COTOVELO - 25MM C/R 1/2 (5162)";"PC"
"F4ALM00817";"COTOVELO - 25MM C/R 3/4 (5162)";"PC"
"F4ALM00818";"REDUÇÃO - 25X20 (5162)";"PC"
"F4ALM00819";"CURVA - 40MM (5162)";"PC"
"F4ALM00820";"REGISTROS - 50X 1 1/2 (5162)";"PC"
"F4ALM00821";"REGISTROS - 50X 1 1/4 (5162)";"PC"
"F4ALM00822";"CURVA - 60MM (5162)";"PC"
"F4ALM00823";"ADAPTADOR - 60X25 (5162)";"PC"
"F4ALM00824";"REDUÇÃO - 60X25 (5162)";"PC"
"F4ALM00825";"REGISTROS - 60X25 (5162)";"PC"
"F4ALM00826";"REDUÇÃO - 60X50 (5162)";"PC"
"F4ALM00827";"T - 75MM (5162)";"PC"
"F4ALM00828";"UNIÃO - 85MM (5162)";"PC"
"F4ALM00829";"POTENCIOMETRO - 100K (5162)";"PC"
"F4ALM00830";"POTENCIOMETRO - 10K (5162)";"PC"
"F4ALM00831";"POTENCIOMETRO - 220K (5162)";"PC"
"F4ALM00832";"POTENCIOMETRO - 2K (5162)";"PC"
"F4ALM00833";"POTENCIOMETRO  - 47K (5162)";"PC"
"F4ALM00834";"POTENCIOMETRO  - 500K (5162)";"PC"
"F4ALM00835";"POTENCIOMETRO  - 5K (5162)";"PC"
"F4ALM00836";"RESISTENCIA DY 0816/04 (5162)";"PC"
"F4ALM00837";"RESISTENCIA DY0816/03 (5162)";"PC"
"F4ALM00838";"RESISTENCIA 139459 (5162)";"PC"
"F4ALM00839";"RESISTENCIA 14124 (5162)";"PC"
"F4ALM00840";"RESISTENCIA DY0817/01 (5162)";"PC"
"F4ALM00841";"RESISTENCIA 21767 (5162)";"PC"
"F4ALM00842";"RESISTENCIA DY0816/06 (5162)";"PC"
"F4ALM00843";"RESISTENCIA DY0816/38 (5162)";"PC"
"F4ALM00844";"RESISTENCIA DY0820 (5162)";"PC"
"F4ALM00845";"RESISTENCIA DY07/18 (5162)";"PC"
"F4ALM00846";"RESISTENCIA 15380 (5162)";"PC"
"F4ALM00847";"RESISTENCIA DY0816135 (5162)";"PC"
"F4ALM00848";"RESISTENCIA 21533 (5162)";"PC"
"F4ALM00849";"RESISTENCIA DY0816/133 (5162)";"PC"
"F4ALM00850";"RESISTENCIA DY0816/126 (5162)";"PC"
"F4ALM00851";"RESISTENCIA 17467 (5162)";"PC"
"F4ALM00852";"RESISTENCIA 800W/220 AL70X140 DIAMETRO (5162)";"PC"
"F4ALM00853";"RESISTENCIA DY11/16 (5162)";"PC"
"F4ALM00854";"RESISTENCIA 125 ALTURA X160 DIAMETRO (5162)";"PC"
"F4ALM00855";"RESISTENCIA 100 ALTURA X 160 DIAMETRO (5162)";"PC"
"F4ALM00856";"RESISTENCIA DY0820 (5162)";"PC"
"F4ALM00857";"RESISTENCIA 14709 (5162)";"PC"
"F4ALM00858";"RESITENCIA 17418 (5162)";"PC"
"F4ALM00859";"RESISTENCIA 22300 (5162)";"PC"
"F4ALM00860";"RESISTENCIA 0816/11 (5162)";"PC"
"F4ALM00861";"RESISTENCIA 14763 (5162)";"PC"
"F4ALM00862";"RESISTENCIA 17418 (5162)";"PC"
"F4ALM00863";"RESISTENCIA 15668 (5162)";"PC"
"F4ALM00864";"RESISTENCIA 14419 (5162)";"PC"
"F4ALM00865";"RESISTENCIA DY0816/07 (5162)";"PC"
"F4ALM00866";"RESISTENCIA 22379 (5162)";"PC"
"F4ALM00867";"RESISTENCIA 15210 (5162)";"PC"
"F4ALM00868";"RESISTENCIA 14925 (5162)";"PC"
"F4ALM00869";"RESISTENCIA 14674 (5162)";"PC"
"F4ALM00870";"RESISTENCIA ALTURA 100X255 DIAM (5162)";"PC"
"F4ALM01301";"CILINDRO PNEUMATICO CDB55B32-40MM SMC (5162)";"PC"
"F4ALM01302";"VÁLVULA PNEUMATICA MANUAL SEM MOLA 5/2VIAS ROSCA 1/4 (5162)";"PC"
"F4ALM01292";"CABO PP 4X0,5 (5162)";"PC"
"F4ALM01293";"ELETRODUTO GALVANIZADO 1´´ (5162)";"PC"
"F4ALM01294";"VENTILADOR SIROCO VSC-15 (5162)";"PC"
"F4ALM01295";"ELETRODUTO GALVANIZADO 3/4 (5162)";"PC"
"F4ALM01296";"ELETRODUTO GALVANIZADO 1/2´´ (5162)";"PC"
"F4ALM01297";"ELETRODUTO GALVANIZADO 1 1/2 (5162)";"PC"
"F4ALM01298";"ELETRODUTO GALVANIZADO 2´´ (5162)";"PC"
"F4ALM01299";"CABO PP 6X0,5 (5162)";"M"
"F4ALM01300";"CABO PP 2X1 (5162)";"M"
"F4ALM00935";"ROLAMENTO 6205 - NSK (5162)";"PC"
"F4ALM00936";"ROLAMENTO 6206 - NSK (5162)";"PC"
"F4ALM00871";"RESISTENCIA 14675 (5162)";"PC"
"F4ALM00872";"RESISTENCIA DIAM 145X100 ALTURA (5162)";"PC"
"F4ALM00873";"RESISTENCIA DY0816/08 (5162)";"PC"
"F4ALM00874";"RESISTENCIA DIAMETRO 450X62 ALTURA (5162)";"PC"
"F4ALM00875";"RESISTENCIA DY 0816/02 (5162)";"PC"
"F4ALM00876";"RESISTENCIA DY 0816/11 (5162)";"PC"
"F4ALM00877";"RESISTENCIA 14337 (5162)";"PC"
"F4ALM00878";"RESISTENCIA 17419 (5162)";"PC"
"F4ALM00879";"RESISTENCIA DY0816/28 (5162)";"PC"
"F4ALM00880";"RESISTENCIA U /BANHEIRA (5162)";"PC"
"F4ALM00881";"RESISTENCIA C/BANHEIRA (5162)";"PC"
"F4ALM00882";"RESISTENCIA S/BANHEIRA (5162)";"PC"
"F4ALM00883";"RESISTENCIA TUBOLAR (5162)";"PC"
"F4ALM00884";"RESISTENCIA 125X175(200W-230V) (5162)";"PC"
"F4ALM00885";"RESISTENCIA 295X90X40(1950W-230 V) (5162)";"PC"
"F4ALM00889";"ROLAMENTO 22312 - NSK (5162)";"PC"
"F4ALM00890";"ROLAMENTO 61820 - ZEN (5162)";"PC"
"F4ALM00891";"ROLAMENTO 61917 - ZEN (5162)";"PC"
"F4ALM00892";"ROLAMENTO 22310 - NSK (5162)";"PC"
"F4ALM00893";"ROLAMENTO 22311 - NSK (5162)";"PC"
"F4ALM00894";"ROLAMENTO 2213 - NSK (5162)";"PC"
"F4ALM00895";"ROLAMENTO 3213 - NSK (5162)";"PC"
"F4ALM00896";"ROLAMENTO 141031 - SIDE BUSH (5162)";"PC"
"F4ALM00897";"ROLAMENTO 7210 - NSK (5162)";"PC"
"F4ALM00898";"ROLAMENTO 203245 - IKO (5162)";"PC"
"F4ALM00899";"ROLAMENTO 22209 - NSK (5162)";"PC"
"F4ALM00900";"ROLAMENTO 3304 - NSK (5162)";"PC"
"F4ALM00901";"ROLAMENTO 6804 - NSK (5162)";"PC"
"F4ALM00902";"ROLAMENTO UC206 - S/A (5162)";"PC"
"F4ALM00903";"ROLAMENTO Y206 - FRM (5162)";"PC"
"F4ALM00904";"ROLAMENTO G206 - FRM (5162)";"PC"
"F4ALM00905";"ROLAMENTO UC207 - S/A (5162)";"PC"
"F4ALM00906";"ROLAMENTO G205 - FRM (5162)";"PC"
"F4ALM00907";"ROLAMENTO UC205 - BRM (5162)";"PC"
"F4ALM00908";"ROLAMENTO G207 - FRM (5162)";"PC"
"F4ALM00909";"ROLAMENTO G208 - S/A (5162)";"PC"
"F4ALM00910";"ROLAMENTO UC208 - FRM (5162)";"PC"
"F4ALM00911";"ROLAMENTO G209 - S/A (5162)";"PC"
"F4ALM00912";"ROLAMENTO UC210 - S/A (5162)";"PC"
"F4ALM00913";"ROLAMENTO G210 - S/A (5162)";"PC"
"F4ALM00914";"ROLAMENTO UG212 - S/A (5162)";"PC"
"F4ALM00915";"ROLAMENTO 6000 - NSK (5162)";"PC"
"F4ALM00916";"ROLAMENTO 6001 - NSK (5162)";"PC"
"F4ALM00917";"ROLAMENTO 6002 - NSK (5162)";"PC"
"F4ALM00918";"ROLAMENTO 6003 - NSK (5162)";"PC"
"F4ALM00919";"ROLAMENTO 6004 - NSK (5162)";"PC"
"F4ALM00920";"ROLAMENTO 16004 - ZEN (5162)";"PC"
"F4ALM00921";"ROLAMENTO 6005 - FAG/NSK (5162)";"PC"
"F4ALM00922";"ROLAMENTO 6006 - NSK (5162)";"PC"
"F4ALM00923";"ROLAMENTO 6007 - NSK (5162)";"PC"
"F4ALM00924";"ROLAMENTO 6008 - NSK (5162)";"PC"
"F4ALM00925";"ROLAMENTO 6009 - NSK (5162)";"PC"
"F4ALM00926";"ROLAMENTO 6010 - NSK (5162)";"PC"
"F4ALM00927";"ROLAMENTO 6011 - NSK (5162)";"PC"
"F4ALM00928";"ROLAMENTO 6012 - NSK (5162)";"PC"
"F4ALM00929";"ROLAMENTO 6015 - NSK (5162)";"PC"
"F4ALM00930";"ROLAMENTO 6200 - NSK (5162)";"PC"
"F4ALM00931";"ROLAMENTO 6201 - NSK (5162)";"PC"
"F4ALM00932";"ROLAMENTO 6202 - NSK (5162)";"PC"
"F4ALM00933";"ROLAMENTO 6203 - NSK (5162)";"PC"
"F4ALM00934";"ROLAMENTO 6204 - NSK (5162)";"PC"
"F4ALM00937";"ROLAMENTO 6207 - NSK (5162)";"PC"
"F4ALM00938";"ROLAMENTO 6208 - NSK (5162)";"PC"
"F4ALM00939";"ROLAMENTO 6209 - NSK (5162)";"PC"
"F4ALM00940";"ROLAMENTO 6210 - NSK (5162)";"PC"
"F4ALM00941";"ROLAMENTO 6211-NSK (5162)";"PC"
"F4ALM00942";"ROLAMENTO 6212 - NSK (5162)";"PC"
"F4ALM00943";"ROLAMENTO 6213 - NSK (5162)";"PC"
"F4ALM00944";"ROLAMENTO 6214 - NSK (5162)";"PC"
"F4ALM00945";"ROLAMENTO 6301 - NSK (5162)";"PC"
"F4ALM00946";"ROLAMENTO 6302 - NSK (5162)";"PC"
"F4ALM00947";"ROLAMENTO 6303 - NSK (5162)";"PC"
"F4ALM00948";"ROLAMENTO 6304 - NSK (5162)";"PC"
"F4ALM00949";"ROLAMENTO 6305 - NSK (5162)";"PC"
"F4ALM00950";"ROLAMENTO 6306 - NSK (5162)";"PC"
"F4ALM00951";"ROLAMENTO 6307 - ROLL/NSK (5162)";"PC"
"F4ALM00952";"ROLAMENTO 6308 - NSK (5162)";"PC"
"F4ALM00953";"ROLAMENTO 6309 - NSK (5162)";"PC"
"F4ALM00954";"ROLAMENTO 6310 - ISB (5162)";"PC"
"F4ALM00955";"ROLAMENTO 6312 - ROLLWAY (5162)";"PC"
"F4ALM00956";"ROLAMENTO 6314 - ROLLWAY (5162)";"PC"
"F4ALM00957";"ROLAMENTO 6316 - NSK (5162)";"PC"
"F4ALM00958";"ROLAMENTO 2313 - ROLLWAY (5162)";"PC"
"F4ALM00959";"ROLAMENTO 30319 - NTN (5162)";"PC"
"F4ALM00960";"ROLAMENTO 22319 - TIMKEN (5162)";"PC"
"F4ALM00961";"ROLAMENTO 22218 - NSK (5162)";"PC"
"F4ALM00962";"ROLAMENTO 22317 - NSK (5162)";"PC"
"F4ALM00963";"ROLAMENTO 2314 - NSK (5162)";"PC"
"F4ALM00964";"ROLAMENTO 2201 - NSK (5162)";"PC"
"F4ALM01303";"MOLA HELICOIDAL 1MM (5162)";"PC"
"F4ALM01304";"PORCA M4 (5162)";"PC"
"F4ALM01305";"PORCA M6 (5162)";"PC"
"F4ALM01306";"PORCA M8 (5162)";"PC"
"F4ALM01307";"PORCA M10 (5162)";"PC"
"F4ALM01308";"PORCA M12 (5162)";"PC"
"F4ALM01309";"PORCA M14 (5162)";"PC"
"F4ALM01310";"PORCA M16 (5162)";"PC"
"F4ALM01373";"SENSOR MAGNÉTICO (5162)";"PC"
"F4ALM01165";"CORREIA 5V1000 (5162)";"PC"
"F4ALM01168";"CORREIA 5V1180 (5162)";"PC"
"F4ALM01311";"PORCA M18 (5162)";"PC"
"F4ALM01312";"PORCA M20 (5162)";"PC"
"F4ALM01313";"PORCA 5/8 (5162)";"PC"
"F4ALM01314";"PORCA 3/16 (5162)";"PC"
"F4ALM01315";"PORCA 3/8 (5162)";"PC"
"F4ALM01316";"PORCA 5/16 (5162)";"PC"
"F4ALM01317";"PORCA PARLOCK M4 (5162)";"PC"
"F4ALM01318";"PORCA PARLOCK M6 (5162)";"PC"
"F4ALM01319";"PORCA PARLOCK M8 (5162)";"PC"
"F4ALM01320";"PORCA PARLOCK M10 (5162)";"PC"
"F4ALM01321";"PORCA PARLOCK M12 (5162)";"PC"
"F4ALM01322";"PORCA PARLOCK M14 (5162)";"PC"
"F4ALM01323";"PORCA PARLOCK M16 (5162)";"PC"
"F4ALM01324";"PORCA PARLOCK M18 (5162)";"PC"
"F4ALM01325";"PORCA PARLOCK M20 (5162)";"PC"
"F4ALM01326";"ARRUELA LISA M4 (5162)";"PC"
"F4ALM01327";"ARRUELA LISA M6 (5162)";"PC"
"F4ALM01328";"ARRUELA LISA M8 (5162)";"PC"
"F4ALM01329";"ARRUELA LISA M10 (5162)";"PC"
"F4ALM01330";"ARRUELA LISA M12 (5162)";"PC"
"F4ALM01331";"ARRUELA LISA M14 (5162)";"PC"
"F4ALM01332";"ARRUELA LISA M16 (5162)";"PC"
"F4ALM01333";"ARRUELA LISA M18 (5162)";"PC"
"F4ALM01334";"ARRUELA LISA M20 (5162)";"PC"
"F4ALM01335";"ARRUELA DE PRESSÃO M4 (5162)";"PC"
"F4ALM01336";"ARRUELA DE PRESSÃO M6 (5162)";"PC"
"F4ALM01337";"ARRUELA DE PRESSÃO M8 (5162)";"PC"
"F4ALM01338";"ARRUELA DE PRESSÃO M10 (5162)";"PC"
"F4ALM01339";"ARRUELA DE PRESSÃO M12 (5162)";"PC"
"F4ALM01340";"ARRUELA DE PRESSÃO M14 (5162)";"PC"
"F4ALM01341";"ARRUELA DE PRESSÃO M16 (5162)";"PC"
"F4ALM01342";"ARRUELA DE PRESSÃO M18 (5162)";"PC"
"F4ALM01343";"ARRUELA DE PRESSÃO M20 (5162)";"PC"
"F4ALM01344";"RELE INTERFACE 1RV 24V (5162)";"PC"
"F4ALM01345";"RELE INTEFACE 2R 24V (5162)";"PC"
"F4ALM01346";"RELE Q 1A-D12 (5162)";"PC"
"F4ALM01347";"VENTILADOR 24V-80X80X25 (5162)";"PC"
"F4ALM01348";"CHAVE SELETORA 2P (5162)";"PC"
"F4ALM01349";"BOTÃO PULSANTE AZUL (5162)";"PC"
"F4ALM01350";"SINALEIRO 24V-ZBVB4 (5162)";"PC"
"F4ALM01351";"BOTÃO LIGA DESLIGA P201DL-Y7-1C (5162)";"PC"
"F4ALM01352";"CHAVE SELETORA KPO-20-3P (5162)";"PC"
"F4ALM01353";"RELE DE ESTADO SÓLIDO 50A GEFRAN (5162)";"PC"
"F4ALM01354";"RELE DE ESTADO SÓLIDO 90A GEFRAN (5162)";"PC"
"F4ALM01355";"RELE DE ESTADO SÓLIDO 50A SIEMENS (5162)";"PC"
"F4ALM01356";"RELE DE ESTADO SÓLIDO 24/48 GEFRAN (5162)";"PC"
"F4ALM01357";"RELE DE ESTADO SÓLIDO 120/48 GEFRAN (5162)";"PC"
"F4ALM01358";"TORRE SINALEIRO 24V 3 CORES (5162)";"PC"
"F4ALM01359";"DOBRADIÇA DE AÇO 50X50 (5162)";"PC"
"F4ALM01360";"PRENSA CABO 1/2´´ (5162)";"PC"
"F4ALM01361";"REBOLO PARA AFIAÇÃO 127X50,8X31,8 (5162)";"PC"
"F4ALM01362";"ARTICULAÇÃO  FEMEA GL-032 (5162)";"PC"
"F4ALM01363";"FIO DE CORTE (5162)";"M"
"F4ALM01364";"ROLO 2´´PINTURA (5162)";"PC"
"F4ALM01365";"ROLO 2´´1/2 PINTURA (5162)";"PC"
"F4ALM01366";"ROLO 3´´PINTURA (5162)";"PC"
"F4ALM01367";"ROLO 23 CM EPÓXI (5162)";"PC"
"F4ALM01368";"PINCEL 1´´ (5162)";"PC"
"F4ALM01369";"PINCEL 1´´ 1/2 (5162)";"PC"
"F4ALM01370";"PINCEL 2´´ (5162)";"PC"
"F4ALM01371";"PINCEL 2´´ 1/2 (5162)";"PC"
"F4ALM01372";"PINCEL 3´´ (5162)";"PC"
"F4ALM00965";"ROLAMENTO 22210 - STB/NSK (5162)";"PC"
"F4ALM00966";"ROLAMENTO 6901 - NSK (5162)";"PC"
"F4ALM00967";"ROLAMENTO 1204 - ROLLW/NSK (5162)";"PC"
"F4ALM00968";"ROLAMENTO 162636 - IKO (5162)";"PC"
"F4ALM00969";"ROLAMENTO NTN2030 - NTN (5162)";"PC"
"F4ALM00970";"ROLAMENTO 2202 - NSK (5162)";"PC"
"F4ALM00971";"ROLAMENTO 2205 - NSK (5162)";"PC"
"F4ALM00972";"ROLAMENTO 2206 - NSK (5162)";"PC"
"F4ALM00973";"ROLAMENTO 22205 - NSK (5162)";"PC"
"F4ALM00974";"ROLAMENTO 22207 - NSK (5162)";"PC"
"F4ALM00975";"ROLAMENTO 22209 - NSK (5162)";"PC"
"F4ALM00976";"ROLAMENTO 6800 - NSK (5162)";"PC"
"F4ALM00977";"ROLAMENTO 6801 - NSK (5162)";"PC"
"F4ALM00978";"ROLAMENTO 6802 - NSK (5162)";"PC"
"F4ALM00979";"ROLAMENTO 62204 - ROLLWAY (5162)";"PC"
"F4ALM00980";"ROLAMENTO 51104 - NTN (5162)";"PC"
"F4ALM00981";"ROLAMENTO 63004 - NSK (5162)";"PC"
"F4ALM00982";"ROLAMENTO 607 - NSK (5162)";"PC"
"F4ALM00983";"ROLAMENTO UC204 - BRM (5162)";"PC"
"F4ALM00984";"ROLAMENTO 62304 - ROLLWAY (5162)";"PC"
"F4ALM00985";"ROLAMENTO 3303 - NSK (5162)";"PC"
"F4ALM00986";"ROLAMENTO 1206 - NSK (5162)";"PC"
"F4ALM00987";"ROLAMENTO GE20 - IKO (5162)";"PC"
"F4ALM00988";"ROLAMENTO MAM20 - THOMSON (5162)";"PC"
"F4ALM00989";"ROLAMENTO 51124 - NSK (5162)";"PC"
"F4ALM00990";"ROLAMENTO 29412 - NSK (5162)";"PC"
"F4ALM00991";"ROLAMENTO 2306 - ROLLWAY (5162)";"PC"
"F4ALM00992";"ROLAMENTO T2E050 - FAG (5162)";"PC"
"F4ALM00993";"ROLAMENTO 22208 - TIMKEN (5162)";"PC"
"F4ALM00994";"ROLAMENTO NU207 - NSK (5162)";"PC"
"F4ALM00995";"ROLAMENTO 630 - NSK (5162)";"PC"
"F4ALM00996";"ROLAMENTO UC209 - BRM (5162)";"PC"
"F4ALM00997";"ROLAMENTO 51305 - NSK (5162)";"PC"
"F4ALM00998";"ROLAMENTO 51103 - NSK (5162)";"PC"
"F4ALM00999";"ROLAMENTO 608 - NSK (5162)";"PC"
"F4ALM01000";"ROLAMENTO UC206 - GBR (5162)";"PC"
"F4ALM01001";"ROLAMENTO 51202 - FAG/NSK (5162)";"PC"
"F4ALM01002";"ROLAMENTO 1203 - NSK (5162)";"PC"
"F4ALM01003";"ROLAMENTO 30205 - SKF (5162)";"PC"
"F4ALM01004";"ROLAMENTO 1202 - NSK (5162)";"PC"
"F4ALM01005";"ROLAMENTO 6806 - NSK (5162)";"PC"
"F4ALM01006";"ROLAMENTO 6805 - NSK (5162)";"PC"
"F4ALM01007";"ROLAMENTO 4525 - INA (5162)";"PC"
"F4ALM01008";"ROLAMENTO 32212 - SKF (5162)";"PC"
"F4ALM01009";"ROLAMENTO 30206 - TIMKEN (5162)";"PC"
"F4ALM01010";"ROLAMENTO 32005 - NSK (5162)";"PC"
"F4ALM01011";"ROLAMENTO 32009 - SKF (5162)";"PC"
"F4ALM01012";"ROLAMENTO 30305 - TIMKEN (5162)";"PC"
"F4ALM01013";"ROLAMENTO 32014 - TIMKEN (5162)";"PC"
"F4ALM01014";"ROLAMENTO 51202 - NSK (5162)";"PC"
"F4ALM01015";"ROLAMENTO 32206 - NSK (5162)";"PC"
"F4ALM01016";"ROLAMENTO 1205 - NSK (5162)";"PC"
"F4ALM01017";"ROLAMENTO 3302 - ROLLW/NSK (5162)";"PC"
"F4ALM01018";"ROLAMENTO 51108 - NSK (5162)";"PC"
"F4ALM01019";"ROLAMENTO 63003 - SKF (5162)";"PC"
"F4ALM01020";"ROLAMENTO 30208 - NSK (5162)";"PC"
"F4ALM01021";"ROLAMENTO UK209 - BRM (5162)";"PC"
"F4ALM01022";"ROLAMENTO 51110 - NSK (5162)";"PC"
"F4ALM01023";"ROLAMENTO 1207 - NSK (5162)";"PC"
"F4ALM01024";"ROLAMENTO 6904 - NSK (5162)";"PC"
"F4ALM01025";"ROLAMENTO 6906 - NSK (5162)";"PC"
"F4ALM01026";"ROLAMENTO Y204 - BRM (5162)";"PC"
"F4ALM01027";"ROLAMENTO 3305 - NKE (5162)";"PC"
"F4ALM01028";"ROLAMENTO 6908 - NTN (5162)";"PC"
"F4ALM01029";"ROLAMENTO 61905 - NTN (5162)";"PC"
"F4ALM01030";"ROLAMENTO 609 - NSK (5162)";"PC"
"F4ALM01031";"ROLAMENTO 2204 - FAG (5162)";"PC"
"F4ALM01032";"ROLAMENTO 3204 - NSK (5162)";"PC"
"F4ALM01033";"ROLAMENTO 32008 - TIMKEN (5162)";"PC"
"F4ALM01034";"ROLAMENTO 55357501-01  (5162)";"PC"
"F4ALM01035";"ROLAMENTO 6307U - NSK  (5162)";"PC"
"F4ALM01036";"ROLAMENTO 6802/61802 - FAG  (5162)";"PC"
"F4ALM01037";"ROLAMENTO UC209 - S/A  (5162)";"PC"
"F4ALM01038";"ROLAMENTO C212 - S/A  (5162)";"PC"
"F4ALM01039";"SENSOR INDUTIVO PR18-8DN  (5162)";"PC"
"F4ALM01040";"SENSOR INDUTIVO I18-5DPC/10-38 VCC PNP  (5162)";"PC"
"F4ALM01041";"SENSOR INDUTIVO 10-30VDC/200 MA M8X1.5MM (5162)";"PC"
"F4ALM01042";"SENSOR INDUTIVO CR22M AC/DC 10-30V (5162)";"PC"
"F4ALM01043";"ATUADOR SENSOR HALL SEG ASSH5-40RP (5162)";"PC"
"F4ALM01044";"SENSOR INDUTIVO W0950000201 REED/3 MAX 250VAC/DC (5162)";"PC"
"F4ALM01374";"TERMINAL ILHÓS 1MM (5162)";"PC"
"F4ALM01375";"ESPAGUETE TÉRMICO PARA CABOS (5162)";"M"
"F4ALM01376";"JUNTA ROTATIVA 1 1/2X1´ (5162)";"PC"
"F4ALM01045";"SENSOR INDUTIVO E3FA-DP21/10 TO 30V DC (5162)";"PC"
"F4ALM01046";"SENSOR INDUTIVO SL4-12G3LPA-SC (5162)";"PC"
"F4ALM01047";"SENSOR INDUTIVO NBB4-12GM 50-E2-V1 (5162)";"PC"
"F4ALM01048";"SENSOR INDUTIVOE2B-M18KS08-M1-B1 (5162)";"PC"
"F4ALM01049";"SENSOR INDUTIVO XS1N18B4NAL 2 (5162)";"PC"
"F4ALM01050";"SENSOR INDUTIVO XS112B3PAL2 (5162)";"PC"
"F4ALM01051";"SENSOR INDUTIVO PMD-40DP (5162)";"PC"
"F4ALM01052";"SENSOR CAPACITIVO M30/CR30 15DP (5162)";"PC"
"F4ALM01053";"SENSOR CAPACITIVO M30-15 C30-15ACB (5162)";"PC"
"F4ALM01054";"SENSOR E28-M18KSO8-M1-B1/10-30VCC (5162)";"PC"
"F4ALM01055";"SENSOR E3FADP21/10/12-24V (5162)";"PC"
"F4ALM01056";"SENSOR I12-4-DPC-K12 (5162)";"PC"
"F4ALM01057";"SENSOR INDUTIVO 12M(12-24V) (5162)";"PC"
"F4ALM01058";"SENSOR INDUTIVO I12-2-DPC/PNP (5162)";"PC"
"F4ALM01059";"SENSOR INDUTIVO I12-4DNC/NPN (5162)";"PC"
"F4ALM01060";"SENSOR INDUTIVO I18-5-DPC/METALTEX/PNP (5162)";"PC"
"F4ALM01061";"SENSOR INDUTIVO I18-5DPC/PNP (5162)";"PC"
"F4ALM01062";"SENSOR INDUTIVO SL2-12 G1LDA-SC (5162)";"PC"
"F4ALM01063";"SENSOR INDUTIVO-PR18-8DN (5162)";"PC"
"F4ALM01064";"SENSOR M8/1,5MM/10-30VDC (5162)";"PC"
"F4ALM01065";"SENSOR HALL SEG SSH5-30R1P2A (5162)";"PC"
"F4ALM01066";"SENSOR SME-8M-24V (5162)";"PC"
